8.27177E-10,-7.89891E-10,-2.08458E-09,-9.92585E-11,1.66127E-10,3.88368E-10,2.2216E-10,-3.1189E-10,-7.02886E-10,-5.46437E-07,9.54442E-08,-1.83869E-07
-7.89891E-10,9.50467E-10,2.31625E-09,1.26183E-10,-2.25226E-10,-5.60243E-10,-3.06693E-10,4.80385E-10,1.07621E-09,6.14116E-07,-1.28964E-07,2.8514E-07
-2.08458E-09,2.31625E-09,6.01543E-09,3.81831E-10,-6.01301E-10,-1.51542E-09,-7.11688E-10,1.0935E-09,2.53973E-09,1.55156E-06,-3.52932E-07,6.55429E-07
-9.92585E-11,1.26183E-10,3.81831E-10,1.21197E-09,-1.27871E-09,-3.2942E-09,-3.86765E-10,3.80609E-10,1.03348E-09,8.62728E-08,-8.49571E-07,2.61477E-07
1.66127E-10,-2.25226E-10,-6.01301E-10,-1.27871E-09,1.59973E-09,3.94055E-09,3.84302E-10,-4.56767E-10,-1.15722E-09,-1.45875E-07,1.01226E-06,-2.9323E-07
3.88368E-10,-5.60243E-10,-1.51542E-09,-3.2942E-09,3.94055E-09,1.02388E-08,1.04914E-09,-1.18262E-09,-3.15855E-09,-3.56655E-07,2.5421E-06,-7.79504E-07
2.2216E-10,-3.06693E-10,-7.11688E-10,-3.86765E-10,3.84302E-10,1.04914E-09,3.18742E-10,-3.38928E-10,-8.69457E-10,-1.84707E-07,2.61646E-07,-2.25126E-07
-3.1189E-10,4.80385E-10,1.0935E-09,3.80609E-10,-4.56767E-10,-1.18262E-09,-3.38928E-10,4.49591E-10,1.07453E-09,2.90409E-07,-2.89552E-07,2.81245E-07
-7.02886E-10,1.07621E-09,2.53973E-09,1.03348E-09,-1.15722E-09,-3.15855E-09,-8.69457E-10,1.07453E-09,2.71223E-09,6.55167E-07,-7.58913E-07,6.92575E-07
-5.46437E-07,6.14116E-07,1.55156E-06,8.62728E-08,-1.45875E-07,-3.56655E-07,-1.84707E-07,2.90409E-07,6.55167E-07,0.000408394,-8.4042E-05,0.000172451
9.54442E-08,-1.28964E-07,-3.52932E-07,-8.49571E-07,1.01226E-06,2.5421E-06,2.61646E-07,-2.89552E-07,-7.58913E-07,-8.4042E-05,0.000653577,-0.000191743
-1.83869E-07,2.8514E-07,6.55429E-07,2.61477E-07,-2.9323E-07,-7.79504E-07,-2.25126E-07,2.81245E-07,6.92575E-07,0.000172451,-0.000191743,0.000180198
